Hotel_Name,Aspect,Negative,Neutral,Positive,Total,Positive_Percentage,Negative_Percentage,Sentiment_Score
Schlosshotel R mischer Kaiser,Value,1,4,14,19,73.68,5.26,0.684
Schlosshotel R mischer Kaiser,Wellness,0,0,2,2,100.0,0.0,1.0
Select Hotel,Cleanliness,3,8,39,50,78.0,6.0,0.72
Select Hotel,Facilities,5,13,23,41,56.1,12.2,0.439
Select Hotel,Food,3,16,55,74,74.32,4.05,0.703
Select Hotel,Location,9,29,128,166,77.11,5.42,0.717
Select Hotel,Room,12,28,98,138,71.01,8.7,0.623
Select Hotel,Staff_Service,2,20,97,119,81.51,1.68,0.798
Select Hotel,Value,0,4,13,17,76.47,0.0,0.765
Senato Hotel Milano,Cleanliness,2,6,25,33,75.76,6.06,0.697
Senato Hotel Milano,Facilities,1,11,14,26,53.85,3.85,0.5
Senato Hotel Milano,Food,3,13,67,83,80.72,3.61,0.771
Senato Hotel Milano,Location,2,27,77,106,72.64,1.89,0.708
Senato Hotel Milano,Room,9,20,61,90,67.78,10.0,0.578
Senato Hotel Milano,Staff_Service,4,18,69,91,75.82,4.4,0.714
Senato Hotel Milano,Value,1,3,10,14,71.43,7.14,0.643
Senato Hotel Milano,Wellness,0,1,4,5,80.0,0.0,0.8
Senator Barcelona Spa Hotel,Cleanliness,19,41,53,113,46.9,16.81,0.301
Senator Barcelona Spa Hotel,Facilities,30,43,57,130,43.85,23.08,0.208
Senator Barcelona Spa Hotel,Food,31,51,96,178,53.93,17.42,0.365
Senator Barcelona Spa Hotel,Location,27,83,111,221,50.23,12.22,0.38
Senator Barcelona Spa Hotel,Room,54,71,94,219,42.92,24.66,0.183
Senator Barcelona Spa Hotel,Staff_Service,42,63,132,237,55.7,17.72,0.38
Senator Barcelona Spa Hotel,Value,22,24,37,83,44.58,26.51,0.181
Senator Barcelona Spa Hotel,Wellness,33,73,111,217,51.15,15.21,0.359
Senator Hotel Vienna,Cleanliness,5,28,35,68,51.47,7.35,0.441
Senator Hotel Vienna,Facilities,5,31,40,76,52.63,6.58,0.461
Senator Hotel Vienna,Food,6,25,39,70,55.71,8.57,0.471
Senator Hotel Vienna,Location,2,29,40,71,56.34,2.82,0.535
Senator Hotel Vienna,Room,13,41,61,115,53.04,11.3,0.417
Senator Hotel Vienna,Staff_Service,7,26,55,88,62.5,7.95,0.545
Senator Hotel Vienna,Value,9,19,20,48,41.67,18.75,0.229
Seraphine Kensington Gardens Hotel,Cleanliness,18,35,30,83,36.14,21.69,0.145
Seraphine Kensington Gardens Hotel,Facilities,13,34,17,64,26.56,20.31,0.062
Seraphine Kensington Gardens Hotel,Food,28,56,45,129,34.88,21.71,0.132
Seraphine Kensington Gardens Hotel,Location,23,79,78,180,43.33,12.78,0.306
Seraphine Kensington Gardens Hotel,Room,48,93,67,208,32.21,23.08,0.091
Seraphine Kensington Gardens Hotel,Staff_Service,20,50,63,133,47.37,15.04,0.323
Seraphine Kensington Gardens Hotel,Value,8,7,27,42,64.29,19.05,0.452
Seraphine Kensington Gardens Hotel,Wellness,0,0,1,1,100.0,0.0,1.0
Sercotel Amister Art Hotel Barcelona,Cleanliness,1,5,12,18,66.67,5.56,0.611
Sercotel Amister Art Hotel Barcelona,Facilities,2,4,11,17,64.71,11.76,0.529
Sercotel Amister Art Hotel Barcelona,Food,4,3,9,16,56.25,25.0,0.312
Sercotel Amister Art Hotel Barcelona,Location,3,9,17,29,58.62,10.34,0.483
Sercotel Amister Art Hotel Barcelona,Room,4,13,23,40,57.5,10.0,0.475
Sercotel Amister Art Hotel Barcelona,Staff_Service,5,12,37,54,68.52,9.26,0.593
Sercotel Amister Art Hotel Barcelona,Value,1,1,7,9,77.78,11.11,0.667
Sercotel Amister Art Hotel Barcelona,Wellness,1,8,12,21,57.14,4.76,0.524
Seven Hotel,Cleanliness,0,1,6,7,85.71,0.0,0.857
Seven Hotel,Facilities,0,1,1,2,50.0,0.0,0.5
Seven Hotel,Food,1,1,5,7,71.43,14.29,0.571
Seven Hotel,Location,0,3,8,11,72.73,0.0,0.727
Seven Hotel,Room,1,8,21,30,70.0,3.33,0.667
Seven Hotel,Staff_Service,1,4,19,24,79.17,4.17,0.75
Seven Hotel,Value,0,1,2,3,66.67,0.0,0.667
Shaftesbury Hyde Park International,Cleanliness,19,82,132,233,56.65,8.15,0.485
Shaftesbury Hyde Park International,Facilities,10,42,51,103,49.51,9.71,0.398
Shaftesbury Hyde Park International,Food,16,68,109,193,56.48,8.29,0.482
Shaftesbury Hyde Park International,Location,44,199,252,495,50.91,8.89,0.42
Shaftesbury Hyde Park International,Room,96,278,322,696,46.26,13.79,0.325
Shaftesbury Hyde Park International,Staff_Service,34,156,320,510,62.75,6.67,0.561
Shaftesbury Hyde Park International,Value,19,39,54,112,48.21,16.96,0.312
Shaftesbury Hyde Park International,Wellness,2,2,3,7,42.86,28.57,0.143
Shaftesbury Metropolis London Hyde Park,Cleanliness,29,93,134,256,52.34,11.33,0.41
Shaftesbury Metropolis London Hyde Park,Facilities,22,32,55,109,50.46,20.18,0.303
Shaftesbury Metropolis London Hyde Park,Food,20,75,103,198,52.02,10.1,0.419
Shaftesbury Metropolis London Hyde Park,Location,50,179,192,421,45.61,11.88,0.337
Shaftesbury Metropolis London Hyde Park,Room,160,278,286,724,39.5,22.1,0.174
Shaftesbury Metropolis London Hyde Park,Staff_Service,72,151,300,523,57.36,13.77,0.436
Shaftesbury Metropolis London Hyde Park,Value,24,45,58,127,45.67,18.9,0.268
Shaftesbury Metropolis London Hyde Park,Wellness,2,2,3,7,42.86,28.57,0.143
Shaftesbury Premier London Paddington,Cleanliness,39,116,92,247,37.25,15.79,0.215
Shaftesbury Premier London Paddington,Facilities,32,69,46,147,31.29,21.77,0.095
Shaftesbury Premier London Paddington,Food,53,135,109,297,36.7,17.85,0.189
Shaftesbury Premier London Paddington,Location,124,330,228,682,33.43,18.18,0.152
Shaftesbury Premier London Paddington,Room,247,458,347,1052,32.98,23.48,0.095
Shaftesbury Premier London Paddington,Staff_Service,120,216,295,631,46.75,19.02,0.277
Shaftesbury Premier London Paddington,Value,46,77,59,182,32.42,25.27,0.071
Shaftesbury Premier London Paddington,Wellness,2,1,2,5,40.0,40.0,0.0
Shaftesbury Suites London Marble Arch,Cleanliness,2,16,18,36,50.0,5.56,0.444
Shaftesbury Suites London Marble Arch,Facilities,14,20,26,60,43.33,23.33,0.2
Shaftesbury Suites London Marble Arch,Food,18,42,64,124,51.61,14.52,0.371
Shaftesbury Suites London Marble Arch,Location,15,39,55,109,50.46,13.76,0.367
Shaftesbury Suites London Marble Arch,Room,29,61,78,168,46.43,17.26,0.292
Shaftesbury Suites London Marble Arch,Staff_Service,17,41,83,141,58.87,12.06,0.468
Shaftesbury Suites London Marble Arch,Value,8,10,9,27,33.33,29.63,0.037
Shaftesbury Suites London Marble Arch,Wellness,1,1,3,5,60.0,20.0,0.4
Shangri La Hotel Paris,Cleanliness,0,1,0,1,0.0,0.0,0.0
Shangri La Hotel Paris,Facilities,0,0,3,3,100.0,0.0,1.0
Shangri La Hotel Paris,Food,0,0,7,7,100.0,0.0,1.0
Shangri La Hotel Paris,Location,0,0,7,7,100.0,0.0,1.0
Shangri La Hotel Paris,Room,1,4,16,21,76.19,4.76,0.714
Shangri La Hotel Paris,Staff_Service,1,3,20,24,83.33,4.17,0.792
Shangri La Hotel Paris,Value,0,2,5,7,71.43,0.0,0.714
Shangri La Hotel Paris,Wellness,0,0,4,4,100.0,0.0,1.0
Shangri La Hotel at The Shard London,Cleanliness,7,9,34,50,68.0,14.0,0.54
Shangri La Hotel at The Shard London,Facilities,6,12,85,103,82.52,5.83,0.767
Shangri La Hotel at The Shard London,Food,13,45,216,274,78.83,4.74,0.741
Shangri La Hotel at The Shard London,Location,8,26,101,135,74.81,5.93,0.689
Shangri La Hotel at The Shard London,Room,25,65,404,494,81.78,5.06,0.767
Shangri La Hotel at The Shard London,Staff_Service,25,56,482,563,85.61,4.44,0.812
Shangri La Hotel at The Shard London,Value,7,22,106,135,78.52,5.19,0.733
Shangri La Hotel at The Shard London,Wellness,2,17,102,121,84.3,1.65,0.826
Shepherd s Bush Boutique Hotel,Cleanliness,9,43,101,153,66.01,5.88,0.601
Shepherd s Bush Boutique Hotel,Facilities,12,33,41,86,47.67,13.95,0.337
Shepherd s Bush Boutique Hotel,Food,9,44,71,124,57.26,7.26,0.5
Shepherd s Bush Boutique Hotel,Location,25,92,160,277,57.76,9.03,0.487
Shepherd s Bush Boutique Hotel,Room,46,119,148,313,47.28,14.7,0.326
Shepherd s Bush Boutique Hotel,Staff_Service,32,66,158,256,61.72,12.5,0.492
Shepherd s Bush Boutique Hotel,Value,9,24,47,80,58.75,11.25,0.475
Shepherd s Bush Boutique Hotel,Wellness,0,1,1,2,50.0,0.0,0.5
Sheraton Diana Majestic,Cleanliness,5,0,3,8,37.5,62.5,-0.25
Sheraton Diana Majestic,Facilities,1,2,3,6,50.0,16.67,0.333
Sheraton Diana Majestic,Food,0,8,12,20,60.0,0.0,0.6
Sheraton Diana Majestic,Location,4,12,16,32,50.0,12.5,0.375
Sheraton Diana Majestic,Room,10,15,16,41,39.02,24.39,0.146
Sheraton Diana Majestic,Staff_Service,5,6,23,34,67.65,14.71,0.529
Sheraton Diana Majestic,Value,1,3,2,6,33.33,16.67,0.167
Sheraton Diana Majestic,Wellness,0,1,3,4,75.0,0.0,0.75
Sheraton Grand London Park Lane,Cleanliness,2,3,2,7,28.57,28.57,0.0
Sheraton Grand London Park Lane,Facilities,3,7,8,18,44.44,16.67,0.278
Sheraton Grand London Park Lane,Food,6,9,18,33,54.55,18.18,0.364
Sheraton Grand London Park Lane,Location,6,18,21,45,46.67,13.33,0.333
Sheraton Grand London Park Lane,Room,9,23,29,61,47.54,14.75,0.328
Sheraton Grand London Park Lane,Staff_Service,15,13,27,55,49.09,27.27,0.218
Sheraton Grand London Park Lane,Value,1,4,3,8,37.5,12.5,0.25
Sheraton Grand London Park Lane,Wellness,0,0,3,3,100.0,0.0,1.0
Silken Concordia,Cleanliness,4,16,19,39,48.72,10.26,0.385
Silken Concordia,Facilities,6,21,10,37,27.03,16.22,0.108
Silken Concordia,Food,3,16,18,37,48.65,8.11,0.405
Silken Concordia,Location,10,17,45,72,62.5,13.89,0.486
Silken Concordia,Room,12,34,47,93,50.54,12.9,0.376
Silken Concordia,Staff_Service,9,21,50,80,62.5,11.25,0.512
Silken Concordia,Value,4,10,5,19,26.32,21.05,0.053
Silken Concordia,Wellness,4,9,18,31,58.06,12.9,0.452
Silken Gran Hotel Havana,Cleanliness,1,10,30,41,73.17,2.44,0.707
Silken Gran Hotel Havana,Facilities,2,5,25,32,78.12,6.25,0.719
Silken Gran Hotel Havana,Food,6,23,67,96,69.79,6.25,0.635
Silken Gran Hotel Havana,Location,8,28,90,126,71.43,6.35,0.651
Silken Gran Hotel Havana,Room,13,34,87,134,64.93,9.7,0.552
Silken Gran Hotel Havana,Staff_Service,9,21,113,143,79.02,6.29,0.727
Silken Gran Hotel Havana,Value,4,7,18,29,62.07,13.79,0.483
Silken Gran Hotel Havana,Wellness,3,10,53,66,80.3,4.55,0.758
Silken Ramblas,Cleanliness,16,24,35,75,46.67,21.33,0.253
Silken Ramblas,Facilities,6,24,24,54,44.44,11.11,0.333
Silken Ramblas,Food,9,29,52,90,57.78,10.0,0.478
Silken Ramblas,Location,27,87,129,243,53.09,11.11,0.42
Silken Ramblas,Room,38,75,87,200,43.5,19.0,0.245
Silken Ramblas,Staff_Service,17,57,103,177,58.19,9.6,0.486
Silken Ramblas,Value,9,13,14,36,38.89,25.0,0.139
Silken Ramblas,Wellness,7,17,34,58,58.62,12.07,0.466
Simm s Hotel,Cleanliness,2,5,26,33,78.79,6.06,0.727
Simm s Hotel,Facilities,0,6,19,25,76.0,0.0,0.76
Simm s Hotel,Food,2,3,28,33,84.85,6.06,0.788
Simm s Hotel,Location,1,6,42,49,85.71,2.04,0.837
Simm s Hotel,Room,4,9,27,40,67.5,10.0,0.575
Simm s Hotel,Staff_Service,1,2,24,27,88.89,3.7,0.852
Simm s Hotel,Value,2,0,7,9,77.78,22.22,0.556
Simply Rooms Suites,Cleanliness,6,11,17,34,50.0,17.65,0.324
Simply Rooms Suites,Facilities,2,11,13,26,50.0,7.69,0.423
Simply Rooms Suites,Food,2,3,2,7,28.57,28.57,0.0
Simply Rooms Suites,Location,3,22,23,48,47.92,6.25,0.417
Simply Rooms Suites,Room,9,25,27,61,44.26,14.75,0.295
Simply Rooms Suites,Staff_Service,1,12,18,31,58.06,3.23,0.548
Simply Rooms Suites,Value,1,4,8,13,61.54,7.69,0.538
Sina De La Ville,Cleanliness,4,11,24,39,61.54,10.26,0.513
Sina De La Ville,Facilities,6,9,23,38,60.53,15.79,0.447
Sina De La Ville,Food,10,32,53,95,55.79,10.53,0.453
Sina De La Ville,Location,18,61,97,176,55.11,10.23,0.449
Sina De La Ville,Room,15,44,59,118,50.0,12.71,0.373
Sina De La Ville,Staff_Service,15,34,67,116,57.76,12.93,0.448
Sina De La Ville,Value,4,11,9,24,37.5,16.67,0.208
Sina De La Ville,Wellness,5,21,33,59,55.93,8.47,0.475
Sina The Gray,Cleanliness,0,0,3,3,100.0,0.0,1.0
Sina The Gray,Facilities,3,6,7,16,43.75,18.75,0.25
Sina The Gray,Food,1,6,9,16,56.25,6.25,0.5
Sina The Gray,Location,9,17,38,64,59.38,14.06,0.453
Sina The Gray,Room,3,14,20,37,54.05,8.11,0.459
Sina The Gray,Staff_Service,4,10,23,37,62.16,10.81,0.514
Sina The Gray,Value,4,6,6,16,37.5,25.0,0.125
Sina The Gray,Wellness,1,0,1,2,50.0,50.0,0.0
Sir Adam Hotel,Cleanliness,0,0,7,7,100.0,0.0,1.0
Sir Adam Hotel,Facilities,1,1,9,11,81.82,9.09,0.727
Sir Adam Hotel,Food,4,3,25,32,78.12,12.5,0.656
Sir Adam Hotel,Location,3,4,31,38,81.58,7.89,0.737
Sir Adam Hotel,Room,6,9,41,56,73.21,10.71,0.625
Sir Adam Hotel,Staff_Service,4,5,48,57,84.21,7.02,0.772
Sir Adam Hotel,Value,2,0,5,7,71.43,28.57,0.429
Sir Adam Hotel,Wellness,0,2,1,3,33.33,0.0,0.333
Sir Albert Hotel,Cleanliness,3,11,22,36,61.11,8.33,0.528
Sir Albert Hotel,Facilities,0,11,19,30,63.33,0.0,0.633
Sir Albert Hotel,Food,6,15,98,119,82.35,5.04,0.773
Sir Albert Hotel,Location,4,28,92,124,74.19,3.23,0.71
Sir Albert Hotel,Room,12,36,142,190,74.74,6.32,0.684
Sir Albert Hotel,Staff_Service,11,25,171,207,82.61,5.31,0.773
Sir Albert Hotel,Value,3,15,26,44,59.09,6.82,0.523
Sir Albert Hotel,Wellness,0,4,4,8,50.0,0.0,0.5
Sixtytwo Hotel,Cleanliness,1,1,23,25,92.0,4.0,0.88
Sixtytwo Hotel,Facilities,1,1,22,24,91.67,4.17,0.875
Sixtytwo Hotel,Food,0,5,64,69,92.75,0.0,0.928
Sixtytwo Hotel,Location,4,13,109,126,86.51,3.17,0.833
Sixtytwo Hotel,Room,2,10,94,106,88.68,1.89,0.868
Sixtytwo Hotel,Staff_Service,4,7,113,124,91.13,3.23,0.879
Sixtytwo Hotel,Value,0,1,9,10,90.0,0.0,0.9
Sixtytwo Hotel,Wellness,0,0,5,5,100.0,0.0,1.0
Sloane Square Hotel,Cleanliness,4,18,37,59,62.71,6.78,0.559
Sloane Square Hotel,Facilities,1,4,15,20,75.0,5.0,0.7
Sloane Square Hotel,Food,6,16,44,66,66.67,9.09,0.576
Sloane Square Hotel,Location,24,107,166,297,55.89,8.08,0.478
Sloane Square Hotel,Room,28,104,138,270,51.11,10.37,0.407
Sloane Square Hotel,Staff_Service,17,60,131,208,62.98,8.17,0.548
Sloane Square Hotel,Value,6,21,31,58,53.45,10.34,0.431
Sloane Square Hotel,Wellness,0,1,4,5,80.0,0.0,0.8
Small Luxury Hotel Altstadt Vienna,Cleanliness,0,0,6,6,100.0,0.0,1.0
Small Luxury Hotel Altstadt Vienna,Facilities,0,2,9,11,81.82,0.0,0.818
Small Luxury Hotel Altstadt Vienna,Food,1,5,95,101,94.06,0.99,0.931
Small Luxury Hotel Altstadt Vienna,Location,0,7,60,67,89.55,0.0,0.896
Small Luxury Hotel Altstadt Vienna,Room,2,6,68,76,89.47,2.63,0.868
Small Luxury Hotel Altstadt Vienna,Staff_Service,1,9,112,122,91.8,0.82,0.91
Small Luxury Hotel Altstadt Vienna,Value,1,1,4,6,66.67,16.67,0.5
Small Luxury Hotel Altstadt Vienna,Wellness,0,0,4,4,100.0,0.0,1.0
Snob Hotel by Elegancia,Cleanliness,0,2,4,6,66.67,0.0,0.667
Snob Hotel by Elegancia,Facilities,0,0,5,5,100.0,0.0,1.0
Snob Hotel by Elegancia,Food,1,1,14,16,87.5,6.25,0.812
Snob Hotel by Elegancia,Location,2,6,27,35,77.14,5.71,0.714
Snob Hotel by Elegancia,Room,3,5,32,40,80.0,7.5,0.725
Snob Hotel by Elegancia,Staff_Service,2,4,30,36,83.33,5.56,0.778
Snob Hotel by Elegancia,Value,1,0,6,7,85.71,14.29,0.714
Snob Hotel by Elegancia,Wellness,0,0,1,1,100.0,0.0,1.0
Sofitel Legend The Grand Amsterdam,Cleanliness,0,2,9,11,81.82,0.0,0.818
Sofitel Legend The Grand Amsterdam,Facilities,2,4,10,16,62.5,12.5,0.5
Sofitel Legend The Grand Amsterdam,Food,1,9,46,56,82.14,1.79,0.804
Sofitel Legend The Grand Amsterdam,Location,2,14,69,85,81.18,2.35,0.788
Sofitel Legend The Grand Amsterdam,Room,5,17,61,83,73.49,6.02,0.675
Sofitel Legend The Grand Amsterdam,Staff_Service,3,16,99,118,83.9,2.54,0.814
Sofitel Legend The Grand Amsterdam,Value,2,4,11,17,64.71,11.76,0.529
Sofitel Legend The Grand Amsterdam,Wellness,1,2,8,11,72.73,9.09,0.636
Sofitel London St James,Cleanliness,2,2,21,25,84.0,8.0,0.76
Sofitel London St James,Facilities,2,3,24,29,82.76,6.9,0.759
Sofitel London St James,Food,4,14,83,101,82.18,3.96,0.782
Sofitel London St James,Location,7,24,141,172,81.98,4.07,0.779
Sofitel London St James,Room,17,24,113,154,73.38,11.04,0.623
Sofitel London St James,Staff_Service,9,25,192,226,84.96,3.98,0.81
Sofitel London St James,Value,5,14,33,52,63.46,9.62,0.538
Sofitel London St James,Wellness,3,3,12,18,66.67,16.67,0.5
Sofitel Paris Arc De Triomphe,Cleanliness,2,4,12,18,66.67,11.11,0.556
Sofitel Paris Arc De Triomphe,Facilities,0,6,15,21,71.43,0.0,0.714
Sofitel Paris Arc De Triomphe,Food,6,8,39,53,73.58,11.32,0.623
Sofitel Paris Arc De Triomphe,Location,8,18,55,81,67.9,9.88,0.58
Sofitel Paris Arc De Triomphe,Room,16,26,66,108,61.11,14.81,0.463
Sofitel Paris Arc De Triomphe,Staff_Service,15,20,86,121,71.07,12.4,0.587
Sofitel Paris Arc De Triomphe,Value,2,4,13,19,68.42,10.53,0.579
Sofitel Paris Arc De Triomphe,Wellness,0,1,4,5,80.0,0.0,0.8
Sofitel Paris Baltimore Tour Eiffel,Cleanliness,2,1,9,12,75.0,16.67,0.583
Sofitel Paris Baltimore Tour Eiffel,Facilities,2,1,4,7,57.14,28.57,0.286
Sofitel Paris Baltimore Tour Eiffel,Food,5,9,27,41,65.85,12.2,0.537
Sofitel Paris Baltimore Tour Eiffel,Location,7,16,32,55,58.18,12.73,0.455
Sofitel Paris Baltimore Tour Eiffel,Room,15,19,40,74,54.05,20.27,0.338
Sofitel Paris Baltimore Tour Eiffel,Staff_Service,15,9,52,76,68.42,19.74,0.487
Sofitel Paris Baltimore Tour Eiffel,Value,3,2,6,11,54.55,27.27,0.273
Sofitel Paris Baltimore Tour Eiffel,Wellness,0,0,4,4,100.0,0.0,1.0
Sofitel Paris Le Faubourg,Cleanliness,1,2,7,10,70.0,10.0,0.6
Sofitel Paris Le Faubourg,Facilities,0,2,4,6,66.67,0.0,0.667
Sofitel Paris Le Faubourg,Food,0,10,20,30,66.67,0.0,0.667
Sofitel Paris Le Faubourg,Location,5,22,52,79,65.82,6.33,0.595
Sofitel Paris Le Faubourg,Room,6,22,41,69,59.42,8.7,0.507
Sofitel Paris Le Faubourg,Staff_Service,5,19,49,73,67.12,6.85,0.603
Sofitel Paris Le Faubourg,Value,0,5,7,12,58.33,0.0,0.583
Sofitel Paris Le Faubourg,Wellness,0,2,2,4,50.0,0.0,0.5
Sofitel Vienna Stephansdom,Cleanliness,2,5,11,18,61.11,11.11,0.5
Sofitel Vienna Stephansdom,Facilities,1,7,9,17,52.94,5.88,0.471
Sofitel Vienna Stephansdom,Food,3,13,55,71,77.46,4.23,0.732
Sofitel Vienna Stephansdom,Location,2,14,44,60,73.33,3.33,0.7
Sofitel Vienna Stephansdom,Room,5,18,60,83,72.29,6.02,0.663
Sofitel Vienna Stephansdom,Staff_Service,2,9,53,64,82.81,3.12,0.797
Sofitel Vienna Stephansdom,Value,2,8,14,24,58.33,8.33,0.5
Sofitel Vienna Stephansdom,Wellness,1,5,12,18,66.67,5.56,0.611
South Place Hotel,Cleanliness,2,3,15,20,75.0,10.0,0.65
South Place Hotel,Facilities,2,2,28,32,87.5,6.25,0.812
South Place Hotel,Food,4,7,85,96,88.54,4.17,0.844
South Place Hotel,Location,0,6,67,73,91.78,0.0,0.918
South Place Hotel,Room,8,14,131,153,85.62,5.23,0.804
South Place Hotel,Staff_Service,6,10,183,199,91.96,3.02,0.889
South Place Hotel,Value,6,5,16,27,59.26,22.22,0.37
South Place Hotel,Wellness,1,0,15,16,93.75,6.25,0.875
Splendid Etoile,Cleanliness,0,4,20,24,83.33,0.0,0.833
Splendid Etoile,Facilities,1,6,5,12,41.67,8.33,0.333
Splendid Etoile,Food,1,4,9,14,64.29,7.14,0.571
Splendid Etoile,Location,4,17,61,82,74.39,4.88,0.695
Splendid Etoile,Room,3,13,42,58,72.41,5.17,0.672
Splendid Etoile,Staff_Service,3,8,56,67,83.58,4.48,0.791
Splendid Etoile,Value,1,2,9,12,75.0,8.33,0.667
Splendid Etoile,Wellness,0,1,0,1,0.0,0.0,0.0
Splendide Royal Paris,Cleanliness,1,1,1,3,33.33,33.33,0.0
Splendide Royal Paris,Facilities,1,1,1,3,33.33,33.33,0.0
Splendide Royal Paris,Food,0,0,5,5,100.0,0.0,1.0
Splendide Royal Paris,Location,0,1,6,7,85.71,0.0,0.857
Splendide Royal Paris,Room,0,1,5,6,83.33,0.0,0.833
Splendide Royal Paris,Staff_Service,1,3,7,11,63.64,9.09,0.545
Splendide Royal Paris,Wellness,0,0,1,1,100.0,0.0,1.0
St Ermin s Hotel Autograph Collection,Cleanliness,0,8,20,28,71.43,0.0,0.714
St Ermin s Hotel Autograph Collection,Facilities,2,12,16,30,53.33,6.67,0.467
St Ermin s Hotel Autograph Collection,Food,9,32,88,129,68.22,6.98,0.612
St Ermin s Hotel Autograph Collection,Location,7,41,123,171,71.93,4.09,0.678
St Ermin s Hotel Autograph Collection,Room,14,59,130,203,64.04,6.9,0.571
St Ermin s Hotel Autograph Collection,Staff_Service,6,28,157,191,82.2,3.14,0.791
St Ermin s Hotel Autograph Collection,Value,4,25,28,57,49.12,7.02,0.421
St Ermin s Hotel Autograph Collection,Wellness,0,0,2,2,100.0,0.0,1.0
St George Hotel,Cleanliness,10,13,12,35,34.29,28.57,0.057
St George Hotel,Facilities,8,15,7,30,23.33,26.67,-0.033
St George Hotel,Food,4,11,7,22,31.82,18.18,0.136
St George Hotel,Location,19,28,25,72,34.72,26.39,0.083
St George Hotel,Room,24,29,24,77,31.17,31.17,0.0
St George Hotel,Staff_Service,14,19,20,53,37.74,26.42,0.113
St George Hotel,Value,2,6,6,14,42.86,14.29,0.286
St George s Hotel Wembley,Cleanliness,13,61,239,313,76.36,4.15,0.722
St George s Hotel Wembley,Facilities,21,55,161,237,67.93,8.86,0.591
St George s Hotel Wembley,Food,26,91,258,375,68.8,6.93,0.619
St George s Hotel Wembley,Location,15,67,240,322,74.53,4.66,0.699
St George s Hotel Wembley,Room,45,159,491,695,70.65,6.47,0.642
St George s Hotel Wembley,Staff_Service,43,96,438,577,75.91,7.45,0.685
St George s Hotel Wembley,Value,18,37,113,168,67.26,10.71,0.565
St George s Hotel Wembley,Wellness,1,1,3,5,60.0,20.0,0.4
St James Court A Taj Hotel London,Cleanliness,24,51,146,221,66.06,10.86,0.552
St James Court A Taj Hotel London,Facilities,14,69,124,207,59.9,6.76,0.531
St James Court A Taj Hotel London,Food,34,131,402,567,70.9,6.0,0.649
St James Court A Taj Hotel London,Location,48,239,598,885,67.57,5.42,0.621
St James Court A Taj Hotel London,Room,113,334,626,1073,58.34,10.53,0.478
St James Court A Taj Hotel London,Staff_Service,71,206,869,1146,75.83,6.2,0.696
St James Court A Taj Hotel London,Value,25,65,132,222,59.46,11.26,0.482
St James Court A Taj Hotel London,Wellness,4,16,48,68,70.59,5.88,0.647
St James Hotel Club Mayfair,Cleanliness,1,0,7,8,87.5,12.5,0.75
St James Hotel Club Mayfair,Facilities,4,4,14,22,63.64,18.18,0.455
St James Hotel Club Mayfair,Food,8,8,34,50,68.0,16.0,0.52
St James Hotel Club Mayfair,Location,11,11,41,63,65.08,17.46,0.476
St James Hotel Club Mayfair,Room,15,14,48,77,62.34,19.48,0.429
St James Hotel Club Mayfair,Staff_Service,12,13,61,86,70.93,13.95,0.57
St James Hotel Club Mayfair,Value,5,4,9,18,50.0,27.78,0.222
St James Hotel Club Mayfair,Wellness,0,2,1,3,33.33,0.0,0.333
St Martins Lane A Morgans Original,Cleanliness,2,8,30,40,75.0,5.0,0.7
St Martins Lane A Morgans Original,Facilities,6,11,37,54,68.52,11.11,0.574
St Martins Lane A Morgans Original,Food,6,18,86,110,78.18,5.45,0.727
St Martins Lane A Morgans Original,Location,10,33,186,229,81.22,4.37,0.769
St Martins Lane A Morgans Original,Room,14,40,199,253,78.66,5.53,0.731
St Martins Lane A Morgans Original,Staff_Service,10,27,211,248,85.08,4.03,0.81
St Martins Lane A Morgans Original,Value,8,12,34,54,62.96,14.81,0.481
St Martins Lane A Morgans Original,Wellness,0,2,15,17,88.24,0.0,0.882
St Pancras Renaissance Hotel London,Cleanliness,10,16,41,67,61.19,14.93,0.463
St Pancras Renaissance Hotel London,Facilities,20,57,129,206,62.62,9.71,0.529
St Pancras Renaissance Hotel London,Food,26,78,233,337,69.14,7.72,0.614
St Pancras Renaissance Hotel London,Location,33,100,248,381,65.09,8.66,0.564
St Pancras Renaissance Hotel London,Room,61,153,315,529,59.55,11.53,0.48
St Pancras Renaissance Hotel London,Staff_Service,42,108,452,602,75.08,6.98,0.681
St Pancras Renaissance Hotel London,Value,30,58,84,172,48.84,17.44,0.314
St Pancras Renaissance Hotel London,Wellness,6,20,63,89,70.79,6.74,0.64
St Paul s Hotel,Cleanliness,2,7,51,60,85.0,3.33,0.817
St Paul s Hotel,Facilities,6,11,42,59,71.19,10.17,0.61
St Paul s Hotel,Food,4,15,110,129,85.27,3.1,0.822
St Paul s Hotel,Location,1,21,98,120,81.67,0.83,0.808
St Paul s Hotel,Room,8,29,154,191,80.63,4.19,0.764
St Paul s Hotel,Staff_Service,6,24,155,185,83.78,3.24,0.805
St Paul s Hotel,Value,5,8,27,40,67.5,12.5,0.55
St Paul s Hotel,Wellness,1,0,3,4,75.0,25.0,0.5
Starhotels Anderson,Cleanliness,2,18,81,101,80.2,1.98,0.782
Starhotels Anderson,Facilities,4,17,53,74,71.62,5.41,0.662
Starhotels Anderson,Food,9,64,161,234,68.8,3.85,0.65
Starhotels Anderson,Location,8,78,233,319,73.04,2.51,0.705
